Tournament Name,Status,Players,City,State,Raw Start Date,Start Date,is_large_tournament,is_major_tournament
Itasca Pines Senior Classic Pickleball Tournament,Completed,80,Grand Rapids,MN,"Jun 22, 2024",2024-06-22,False,False
Dells Open,Completed,134,Eau Claire,WI,"Jun 22, 2024",2024-06-22,False,False
Life Time NYC Pickleball Tournament,Completed,144,NY,NY,"Jun 22, 2024",2024-06-22,False,False
Bay Area Racquet Club - Beat the Heat Indoor Open,Completed,51,League City,TX,"Jun 22, 2024",2024-06-22,False,False
Magnolia Pickleball Fundraiser & Moneybrawl,Completed,55,Magnolia,AR,"Jun 22, 2024",2024-06-22,False,False
2nd Annual DC Queer Pickleball Pride Tournament,Completed,66,Washington,DC,"Jun 22, 2024",2024-06-22,False,False
Amelia Island June Jam,Completed,55,Fernandina Beach,FL,"Jun 22, 2024",2024-06-22,False,False
Miami Valley Challenge 2024,Completed,188,Miamisburg,OH,"Jun 22, 2024",2024-06-22,False,False
Cliff Pickleball presents JJD Classic at P.E.A.R. Park,Completed,97,Leesburg,FL,"Jun 22, 2024",2024-06-22,False,False
Napier Athletics Pickleball Tournament,Completed,42,Knoxville,TN,"Jun 22, 2024",2024-06-22,False,False
Pay at vapickleball.com,Completed,25,Virginia Beach,VA,"Jun 22, 2024",2024-06-22,False,False
2024 IOWA STATE CHAMPIONSHIP - UPASC BY PIG,Completed,104,Des Moines,IA,"Jun 21, 2024",2024-06-21,False,False
Life Time Kingwood Summer Kickoff Tournament,Completed,87,Atascocita,TX,"Jun 21, 2024",2024-06-21,False,False
Summer Slam Pickleball Challenge,Completed,42,Dartmouth,MA,"Jun 21, 2024",2024-06-21,False,False
The Summit Summer Slam,Completed,58,Boone,NC,"Jun 21, 2024",2024-06-21,False,False
Dinkin' for the Clubs,Completed,58,Greenwood,MS,"Jun 21, 2024",2024-06-21,False,False
Brendon R D'Arcy Memorial Tournament- 3rd annual,Completed,146,Old saybrook,CT,"Jun 21, 2024",2024-06-21,False,False
Club 509 Summer Classic,Completed,260,Kennewick,WA,"Jun 21, 2024",2024-06-21,True,False
Play Pickleball Summer Slam 2024 Tournament,Completed,111,Huntersville,NC,"Jun 21, 2024",2024-06-21,False,False
2024 Hawaii Pacific Rim @ Holua Racquet & Paddle by PIG,Completed,358,Kailua Kona,HI,"Jun 21, 2024",2024-06-21,True,False
Calvert City SummerSlam,Completed,210,Calvert City,KY,"Jun 21, 2024",2024-06-21,False,False
Flagstaff Pickleball Open @ NAU,Completed,207,Flagstaff,AZ,"Jun 21, 2024",2024-06-21,False,False
Patriot Place Pickleball Classic,Completed,25,Foxborough,MA,"Jun 21, 2024",2024-06-21,False,False
Strawberry Cup,Completed,297,Marysville,WA,"Jun 21, 2024",2024-06-21,True,False
2024 Legends DMV Classic,Completed,264,Warrenton,VA,"Jun 21, 2024",2024-06-21,True,False
2024 The Capital Pickleball Classic by PIG,Completed,209,Lacey,WA,"Jun 21, 2024",2024-06-21,False,False
Latitude 42 Pickleball Fever in the Zoo,Completed,188,Portage,MI,"Jun 21, 2024",2024-06-21,False,False
2024 ILLINOIS STATE CHAMPIONSHIP - UPASC BY PIG,Completed,71,Loves Park,IL,"Jun 21, 2024",2024-06-21,False,False
2024 Toledo Pickleball Glass City Invitational,Completed,241,Rossford,OH,"Jun 21, 2024",2024-06-21,False,False
2nd Annual Dink for a Cure Pickleball Tournament for Arthritis at Siena College,Completed,284,Albany,NY,"Jun 21, 2024",2024-06-21,True,False
The Dynamic DNA Queen City Open,Completed,457,Springfield,MO,"Jun 21, 2024",2024-06-21,True,False
Shelbyville Indiana Pickleball Summer Bash,Completed,191,Shelbyville,IN,"Jun 21, 2024",2024-06-21,False,False
Life Time Canton Paddle Battle Tournament,Completed,87,Canton,MI,"Jun 21, 2024",2024-06-21,False,False
2024 Lake Odessa Picklebowl,Completed,298,Lake Odessa,MI,"Jun 21, 2024",2024-06-21,True,False
Baird Bourbon Cup 2024,Completed,403,Louisville,KY,"Jun 21, 2024",2024-06-21,True,False
World Pickleball Tour Denver Challenger presented by AIM7,Completed,281,Arvada,CO,"Jun 21, 2024",2024-06-21,True,False
PickleRight Summer Slam,Completed,53,Hamilton,NJ,"Jun 21, 2024",2024-06-21,False,False
MFC Pickleball Tournament Round Robin Play (3.5 And Above); (3.5 And Under),Completed,25,Morristown,NJ,"Jun 20, 2024",2024-06-20,False,False
Paddles at the Plex - Summer 2024,Completed,540,Opelika,AL,"Jun 20, 2024",2024-06-20,True,False
Life Time Summer Classsic,Completed,85,Columbia,MD,"Jun 20, 2024",2024-06-20,False,False
Owl's Nest Pickleball Palooza,Completed,30,Thornton,NH,"Jun 16, 2024",2024-06-16,False,False
King of the Courts Father's Day Tournament,Completed,15,San Antonio,TX,"Jun 15, 2024",2024-06-15,False,False
Father's Day Pickleball Mixer,Completed,37,Missouri City,TX,"Jun 15, 2024",2024-06-15,False,False
Father/Child Tournament,Completed,4,Fairfax,VA,"Jun 15, 2024",2024-06-15,False,False
Wolverine Pickleball Summer Series - 4.5+ Mixed Doubles,Completed,18,Ann Arbor,MI,"Jun 15, 2024",2024-06-15,False,False
Mixed Mania Summer Slam Tournament,Completed,1,St. Louis,MO,"Jun 15, 2024",2024-06-15,False,False
Pickleball for a Purpose 2024 Charity Tournament,Completed,114,Lexington,KY,"Jun 15, 2024",2024-06-15,False,False
Mental Health Matters to ME Mixed Doubles Pickleball Tournament,Completed,105,Brunswick,ME,"Jun 15, 2024",2024-06-15,False,False
Life Time Garden City Summer Breeze,Completed,14,Garden City,NY,"Jun 15, 2024",2024-06-15,False,False
Rhode Island Open Pickleball Championships,Completed,119,Narragansett,RI,"Jun 15, 2024",2024-06-15,False,False
Battle of the Badges @ Prestige PB Club,Completed,34,Northvale,NJ,"Jun 15, 2024",2024-06-15,False,False
NVZ SoCal Summer Solstice,Completed,288,La Habra,CA,"Jun 15, 2024",2024-06-15,True,False
Pickle SMASH for Cash $$$,Completed,99,Colorado Springs,CO,"Jun 15, 2024",2024-06-15,False,False
On Court Adventures 1 Day Mixed Doubles Tournament at Gene Autry,Completed,84,Mesa,AZ,"Jun 15, 2024",2024-06-15,False,False
Bloomfield Summer Open,Completed,135,Bloomfield,CT,"Jun 15, 2024",2024-06-15,False,False
Pickle-4-Fun Tournament,Completed,212,Maple Grove,MN,"Jun 15, 2024",2024-06-15,False,False
DC Open Team Powered by the PPA Tour and MLP,Completed,56,Washington,DC,"Jun 15, 2024",2024-06-15,False,True
Ste. Genevieve Paddle Battle - A Fundraiser for Siteman Cancer Center,Completed,25,Ste. Genevieve,MO,"Jun 15, 2024",2024-06-15,False,False
2nd Annual Juneteenth Pickleball Tournament,Completed,57,Acworth,GA,"Jun 15, 2024",2024-06-15,False,False
2nd Annual West Michigan Paddle Battle,Completed,110,Holland,MI,"Jun 15, 2024",2024-06-15,False,False
Teefy Tournament 24,Completed,34,Baltimore,MD,"Jun 15, 2024",2024-06-15,False,False
Camelot for Children Charity Pickleball Tournament - Round Robin with Playoffs,Completed,7,Allentown,PA,"Jun 15, 2024",2024-06-15,False,False
2024 Spring Keene Lions Club Pickleball Tournament,Completed,40,Keene,NH,"Jun 15, 2024",2024-06-15,False,False
Greater Orlando Golden Open,Completed,25,Orlando,FL,"Jun 15, 2024",2024-06-15,False,False
4th Annual June Bug Pickleball Tournament,Completed,157,Dover,DE,"Jun 15, 2024",2024-06-15,False,False
Great Lakes Bay Region Open - Canceled,Completed,25,Saginaw,MI,"Jun 15, 2024",2024-06-15,False,False
Life Time Boca Raton Summer Pickleball Tournament,Completed,25,Boca Raton,FL,"Jun 15, 2024",2024-06-15,False,False
Minor League Pickleball - Alpharetta,Completed,25,North Park - Alpharetta,GA,"Jun 15, 2024",2024-06-15,False,False
Midnight Heist - Men's & Women's Doubles,Completed,163,St George,UT,"Jun 15, 2024",2024-06-15,False,False
Summer Bash,Completed,126,Bluffdale,UT,"Jun 15, 2024",2024-06-15,False,False
Reno Pickleball Championships,Completed,109,Reno,NV,"Jun 14, 2024",2024-06-14,False,False
Life Time Centennial Beat The Heat Summer Series,Completed,18,Centennial,CO,"Jun 14, 2024",2024-06-14,False,False
LifeTime Summer Classic,Completed,121,Schaumburg,IL,"Jun 14, 2024",2024-06-14,False,False
Run Your Race Charity Pickleball Tournament,Completed,102,Beaumont,TX,"Jun 14, 2024",2024-06-14,False,False
Life Time Loudoun MLP Style Tournament,Completed,62,Sterling,VA,"Jun 14, 2024",2024-06-14,False,False
Macon Dad Proud Pickleball Tournament 2024,Completed,224,Macon,GA,"Jun 14, 2024",2024-06-14,False,False
Lifetime Summer Classic,Completed,104,Westminster,CO,"Jun 14, 2024",2024-06-14,False,False
2024 Battle at Bellaire,Completed,119,Bossier City,LA,"Jun 14, 2024",2024-06-14,False,False
Midwest Pickleball Tournament,Completed,226,Wichita,KS,"Jun 14, 2024",2024-06-14,False,False
Body Armor 804 Open,Completed,414,Henrico,VA,"Jun 14, 2024",2024-06-14,True,False
Cancer Challenge Pickleball Tournament 2024,Completed,289,Lowell,AR,"Jun 14, 2024",2024-06-14,True,False
Sugar Land $ummer $HOWDOWN,Completed,173,Sugar Land,TX,"Jun 13, 2024",2024-06-13,False,False
Indiana State Games 2024,Completed,274,Evansville,IN,"Jun 13, 2024",2024-06-13,True,False
RFPA Member Tournament 2024,Completed,148,Carbondale,CO,"Jun 13, 2024",2024-06-13,False,False
Twin Falls Father's Day Pickleball Tournament,Completed,177,Twin Falls,ID,"Jun 13, 2024",2024-06-13,False,False
Pickleball Power Play @ Lost Pines Pickleball INDOORS,Completed,182,Bastrop,TX,"Jun 13, 2024",2024-06-13,False,False
2024 Empire State Senior Games Pickleball Tournament,Completed,537,Cortland,NY,"Jun 12, 2024",2024-06-12,True,False
Dink For Disabilities Tournament Fundraiser,Completed,36,Santa Barbara,CA,"Jun 9, 2024",2024-06-09,False,False
Cancer Family Care Pickleball Tourney,Completed,62,West Chester Township,OH,"Jun 9, 2024",2024-06-09,False,False
Fridley Summer Tournament Series-3.5-4 and 4+ DUPR Coed singles,Completed,10,Fridley,MN,"Jun 9, 2024",2024-06-09,False,False
Rt.12 Womens Tournament Summer Championships Qualifier,Completed,8,West Boylston,MA,"Jun 9, 2024",2024-06-09,False,False
Summer Smash Pickleball,Completed,23,South Lyon,MI,"Jun 9, 2024",2024-06-09,False,False
APC at The Atlantic Club,Completed,135,Manasquan,NJ,"Jun 8, 2024",2024-06-08,False,False
Medicare Mania,Completed,58,Olney,IL,"Jun 8, 2024",2024-06-08,False,False
Vincennes Kiwanis Pickleball Tournament,Completed,75,Vincennes,IN,"Jun 8, 2024",2024-06-08,False,False
RLY Classic,Completed,34,Medford,OR,"Jun 8, 2024",2024-06-08,False,False
Summer Kickoff 2024,Completed,25,Marstons Mills,MA,"Jun 8, 2024",2024-06-08,False,False
2024 Clash 4 Cash - Amateur Moneyball,Completed,72,Albany,OR,"Jun 8, 2024",2024-06-08,False,False
Bay Club Blazing Paddles Pickleball Tournament,Completed,8,Burlingame,CA,"Jun 8, 2024",2024-06-08,False,False
Chicagoland Cicada Survival at Pickled! Woodridge,Completed,25,Woodridge,IL,"Jun 8, 2024",2024-06-08,False,False
Fridley Summer Tournament Series-2-3 and 3-3.5 Co-ed Doubles,Completed,8,Fridley,MN,"Jun 8, 2024",2024-06-08,False,False
West Central Open...a pickleball tournament...,Completed,101,New London,MN,"Jun 8, 2024",2024-06-08,False,False
Carpe Dinkum,Completed,42,St Louis Park,MN,"Jun 8, 2024",2024-06-08,False,False
Life Time Sugarloaf Pickleball Classic Tournament,Completed,21,Lawrenceville,GA,"Jun 8, 2024",2024-06-08,False,False
Paddles for the Heart benefitting the Ignatius DiNardo Foundation,Completed,42,Salisbury,MD,"Jun 8, 2024",2024-06-08,False,False
ERA's Houston MLP Style Tournament,Completed,136,The Woodlands,TX,"Jun 8, 2024",2024-06-08,False,False
Crosshill Summer Classic 2024,Completed,64,Forest,VA,"Jun 8, 2024",2024-06-08,False,False
2nd Annual Young Life West Georgia Pickleball Tournament,Completed,84,Carrollton High School Tennis Courts,GA,"Jun 8, 2024",2024-06-08,False,False
Life Time Alliance Beginner Tournament,Completed,16,Fort Worth,TX,"Jun 8, 2024",2024-06-08,False,False
The Putnam County Deputy Sheriff's Association 1st Annual Pickleball Tournament,Completed,118,Nitro,WV,"Jun 8, 2024",2024-06-08,False,False
One-In-A-Premillion Pickleball Tournament-Atlanta-Prizes included,Completed,100,Buford,GA,"Jun 8, 2024",2024-06-08,False,False
Camillus Park Pickleball Tournament,Completed,70,Camillus,NY,"Jun 8, 2024",2024-06-08,False,False
ASHFoundation's Spark Communication Pickleball Tournament,Completed,25,Cincinnati,OH,"Jun 8, 2024",2024-06-08,False,False
Iredell Christian Hunger Games,Completed,12,Statesville,NC,"Jun 8, 2024",2024-06-08,False,False
2024 Camp Birch Hill Spring Pickleball Retreat June 7-8-9,Completed,179,New Durham,NH,"Jun 8, 2024",2024-06-08,False,False
Sea Island Pickleball Slam 2024,Completed,157,St. Simons,GA,"Jun 8, 2024",2024-06-08,False,False
Pickle Fiesta Showdown,Completed,105,San Antonio,TX,"Jun 8, 2024",2024-06-08,False,False
"""American Pickleball Tour - LaCrosse, WI 2024""",Completed,25,Onalaska,WI,"Jun 8, 2024",2024-06-08,False,False
Kosair for Kids Pickleball Classic presented by Wieland,Completed,41,Louisville,KY,"Jun 8, 2024",2024-06-08,False,False
Launch for Veterans Pickleball Tournament,Completed,94,Waltham,MA,"Jun 8, 2024",2024-06-08,False,False
Senior Showdown at SSY,Completed,35,Clifton Park,NY,"Jun 8, 2024",2024-06-08,False,False
City Showdown Pickleball Tournament,Completed,25,Hammond,LA,"Jun 8, 2024",2024-06-08,False,False
Love Lunches First Annual Mixer Tournament,Completed,30,Titusville,FL,"Jun 8, 2024",2024-06-08,False,False
The HUB DUPR Spring Tournament Multi-Single Day Events - Sign up on CourtReserve,Completed,25,Campbell,CA,"Jun 8, 2024",2024-06-08,False,False
WeHo Pride Pickleball Tournament,Completed,25,West Hollywood,CA,"Jun 8, 2024",2024-06-08,False,False
Life Time Missouri City June Open,Completed,138,Missouri City,TX,"Jun 7, 2024",2024-06-07,False,False
iPOW Open 3rd Annual,Completed,134,Amarillo,TX,"Jun 7, 2024",2024-06-07,False,False
Slug City PickleBall Brawl,Completed,71,Corinth,MS,"Jun 7, 2024",2024-06-07,False,False
Mid-America Championship,Completed,188,Overland Park,KS,"Jun 7, 2024",2024-06-07,False,False
Flower City Open,Completed,244,Fairport,NY,"Jun 7, 2024",2024-06-07,False,False
LPC Summer Smash,Completed,183,Lafayette,LA,"Jun 7, 2024",2024-06-07,False,False
2024 High Rocks Classic a USSP Circuit Event by PIG,Completed,84,Clackamas,OR,"Jun 7, 2024",2024-06-07,False,False
NP Paseo Classic Powered by Onix,Completed,248,Valencia,CA,"Jun 7, 2024",2024-06-07,False,False
The Broomfield Summer Series Pickleball Tournament,Completed,4,Broomfield,CO,"Jun 7, 2024",2024-06-07,False,False
Sonoma Wine Country Games Pickleball Tournament,Completed,280,Rohnert Park,CA,"Jun 7, 2024",2024-06-07,True,False
Las Vegas Indoor Pickleball Championships,Completed,139,Las Vegas,NV,"Jun 7, 2024",2024-06-07,False,False
The PEAK Spring Fling,Completed,102,Missoula,MT,"Jun 7, 2024",2024-06-07,False,False
Pickleball Tournament For ASU Scholarships,Completed,30,Pinetop,AZ,"Jun 7, 2024",2024-06-07,False,False
2024 USSP ZONE INDOOR CHAMPIONSHIP - presented by HUMANA,Completed,404,Oklahoma City,OK,"Jun 7, 2024",2024-06-07,True,False
2nd Annual Austin Pickle & Pride Tournament,Completed,240,Austin,TX,"Jun 7, 2024",2024-06-07,False,False
Volley For Hope,Completed,239,Knoxville,TN,"Jun 7, 2024",2024-06-07,False,False
Meijer State Games of Michigan Pickleball Tournament,Completed,585,Grand Rapids,MI,"Jun 7, 2024",2024-06-07,True,False
2024 Nutmeg State Games Pickleball Tournament - UPSC and State Games of America Qualifier,Completed,371,Rocky Hill,CT,"Jun 7, 2024",2024-06-07,True,False
Pickleball Makes Life Better,Completed,237,Franklin,IN,"Jun 7, 2024",2024-06-07,False,False
Show Me Games / Missouri State Senior Games 2024,Completed,305,Columbia,MO,"Jun 6, 2024",2024-06-06,True,False
North Mid-Atlantic Regional Classic Championship,Completed,559,Cranberry Township,PA,"Jun 6, 2024",2024-06-06,True,False
World Pickleball Tour Boston Challenger I,Completed,231,Acton,MA,"Jun 6, 2024",2024-06-06,False,False
PPA Tour: Veolia Sacramento Open,Completed,902,Roseville,CA,"Jun 5, 2024",2024-06-05,True,True
Red White Blue Romeoville LifeTime,Completed,1,Romeoville,IL,"Jun 4, 2024",2024-06-04,False,False
Rt.12 Mixed Tournament Summer Championships Qualifier,Completed,18,West Boylston,MA,"Jun 2, 2024",2024-06-02,False,False
Life Time Vernon Hills Summer Singles,Completed,31,Vernon Hills,IL,"Jun 2, 2024",2024-06-02,False,False
TAFCO's 2nd Annual Fundraising Tournament,Completed,42,Coconut Creek,FL,"Jun 1, 2024",2024-06-01,False,False
Kosten Kick It Pickleball Tournament,Completed,132,Arlington,TN,"Jun 1, 2024",2024-06-01,False,False
Dink Fest! For The Michael J Fox Foundation for Parkinson's,Completed,82,Henrico,VA,"Jun 1, 2024",2024-06-01,False,False
Dink It Forward,Completed,86,Marstons Mills,MA,"Jun 1, 2024",2024-06-01,False,False
First Annual Rosie the Riveter Round Robin at Craneway!,Completed,105,Richmond,CA,"Jun 1, 2024",2024-06-01,False,False
Fellowship of Christian Athletes Invitational,Completed,172,Prescott,AZ,"Jun 1, 2024",2024-06-01,False,False
Slam into Summer!,Completed,203,Glendale,AZ,"Jun 1, 2024",2024-06-01,False,False
Dink For Cause Third Annual Charity Tournament in memory of Leo F. Hicks III,Completed,219,Valencia,CA,"Jun 1, 2024",2024-06-01,False,False
World of Pickleball - Denver,Completed,199,Arvada,CO,"Jun 1, 2024",2024-06-01,False,False
"""Life Time - Dinks, Drops & Drives 50+ Pickleball Tournament""",Completed,44,Colorado Springs,CO,"Jun 1, 2024",2024-06-01,False,False
Pride Scramble,Completed,30,Lake Station,IN,"Jun 1, 2024",2024-06-01,False,False
2nd Annual Lions Club Charity Pickleball Tournament,Completed,53,Southington,CT,"Jun 1, 2024",2024-06-01,False,False
BOTP4,Completed,61,Villa Rica,GA,"Jun 1, 2024",2024-06-01,False,False
The Pride Cup: LGBTQ+ Pickleball Tournament,Completed,77,Orlando,FL,"Jun 1, 2024",2024-06-01,False,False
Chanhassen Complex Kickoff,Completed,31,Chanhassen,MN,"Jun 1, 2024",2024-06-01,False,False
AAAR Paddle Battle,Completed,107,Watkinsville,GA,"Jun 1, 2024",2024-06-01,False,False
Pickleball With A Purpose,Completed,44,Bristol,TN,"Jun 1, 2024",2024-06-01,False,False
Dink for Pride 2024 - ADPB,Completed,56,Austin,TX,"Jun 1, 2024",2024-06-01,False,False
Cassville YMCA Pickleball Tournament,Completed,70,Cassville,MO,"Jun 1, 2024",2024-06-01,False,False
Port City Pickleball Open,Completed,25,Chickasaw,AL,"Jun 1, 2024",2024-06-01,False,False
Serving for Shelter : 1st Annual Habitat for Humanity of Bulloch County Pickleball Tournament,Completed,25,Statesboro,GA,"Jun 1, 2024",2024-06-01,False,False
Gladewater Rotary Pickleball Tournament,Completed,6,Longview,TX,"Jun 1, 2024",2024-06-01,False,False
Rossmoor Spring Classic 2024,Completed,105,Monroe,NJ,"Jun 1, 2024",2024-06-01,False,False
Commerce Chenango Showdown,Completed,12,Norwich,NY,"Jun 1, 2024",2024-06-01,False,False
"""Anglesea Open 2024, North Wildwood""",Completed,217,North Wildwood,NJ,"Jun 1, 2024",2024-06-01,False,False
Youth to the Nations,Completed,1,Canton,GA,"Jun 1, 2024",2024-06-01,False,False
Summer Beach Ball Bash,Completed,25,Mahwah,NJ,"Jun 1, 2024",2024-06-01,False,False
High Caliber Pickleball Summer Sizzle,Completed,127,Easley,SC,"Jun 1, 2024",2024-06-01,False,False
Summer Slam '24,Completed,50,Bel Air,MD,"Jun 1, 2024",2024-06-01,False,False
Rouse Rally 2024,Completed,100,Fredericksburg,VA,"Jun 1, 2024",2024-06-01,False,False
Mixed in May - Mixed & Men's Doubles Cash Tournament,Completed,29,Orange,CT,"Jun 1, 2024",2024-06-01,False,False
Loudoun County Pickleball Classic,Completed,135,Aldie,VA,"Jun 1, 2024",2024-06-01,False,False
Salisbury Lions Club Pickleball Tournament,Completed,34,Salisbury,MD,"Jun 1, 2024",2024-06-01,False,False
Rotary VA Club of Clarke County 1st Annual Pickleball Match,Completed,14,Berryville,VA,"Jun 1, 2024",2024-06-01,False,False
Minor League Pickleball - Bainbridge,Completed,25,Bainbridge,GA,"Jun 1, 2024",2024-06-01,False,False
